label,count,precision_Int_ResGAT,precision_ESM-3,recall_Int_ResGAT,recall_ESM-3,bin
1620,13,1.0,0.5652173913043478,1.0,1.0,10-50
1621,7,1.0,0.0,0.42857142857142855,0.0,5-10
1622,0,0.0,0.0,0.0,0.0,0-5
1623,3,0.5,0.034482758620689655,0.6666666666666666,1.0,0-5
1624,9,0.9,0.75,1.0,1.0,5-10
1625,5,0.8333333333333334,0.0,1.0,0.0,5-10
1626,1,0.5,0.0,1.0,0.0,0-5
1627,12,0.8333333333333334,0.5454545454545454,0.8333333333333334,1.0,10-50
1628,50,1.0,1.0,1.0,1.0,50-100
1629,13,1.0,0.7222222222222222,1.0,1.0,10-50
1630,17,1.0,0.8888888888888888,0.9411764705882353,0.9411764705882353,10-50
1631,2,0.6666666666666666,0.0,1.0,0.0,0-5
1632,2,0.0,0.0,0.0,0.0,0-5
1633,1,0.5,0.0,1.0,0.0,0-5
1634,4,1.0,0.8,0.75,1.0,0-5
1635,28,0.9655172413793104,0.9655172413793104,1.0,1.0,10-50
1636,2,1.0,0.0,1.0,0.0,0-5
1637,14,1.0,0.7,1.0,1.0,10-50
1638,2,1.0,0.0,1.0,0.0,0-5
1639,3,1.0,0.0,1.0,0.0,0-5
1640,7,0.5,0.0,0.7142857142857143,0.0,5-10
1641,206,0.9808612440191388,0.943127962085308,0.9951456310679612,0.9660194174757282,100-500
1642,175,0.9941860465116279,0.9613259668508287,0.9771428571428571,0.9942857142857143,100-500
1643,4,0.5,0.0,1.0,0.0,0-5
1644,2,1.0,0.6666666666666666,1.0,1.0,0-5
1645,77,0.9746835443037974,0.9058823529411765,1.0,1.0,50-100
1646,20,1.0,0.8695652173913043,1.0,1.0,10-50
1647,3,1.0,0.0,1.0,0.0,0-5
1648,3,1.0,0.0,1.0,0.0,0-5
1649,3,0.75,0.0,1.0,0.0,0-5
1650,42,0.9545454545454546,0.9333333333333333,1.0,1.0,10-50
1651,143,1.0,0.9927536231884058,0.958041958041958,0.958041958041958,100-500
1652,9,1.0,0.5625,1.0,1.0,5-10
1653,2,1.0,1.0,1.0,0.5,0-5
1654,181,0.988950276243094,0.8818181818181818,0.988950276243094,0.5359116022099447,100-500
1655,18,1.0,1.0,0.9444444444444444,0.3333333333333333,10-50
1656,5,1.0,1.0,1.0,1.0,5-10
1657,5,1.0,0.0,1.0,0.0,5-10
1658,0,0.0,0.0,0.0,0.0,0-5
1659,0,0.0,0.0,0.0,0.0,0-5
1660,2,1.0,0.0,0.5,0.0,0-5
1661,35,1.0,0.7142857142857143,1.0,1.0,10-50
1662,1,0.0,0.0,0.0,0.0,0-5
1663,21,0.84,1.0,1.0,1.0,10-50
1664,6,1.0,1.0,1.0,1.0,5-10
1665,25,1.0,0.0,1.0,0.0,10-50
1666,204,1.0,0.966824644549763,1.0,1.0,100-500
1667,130,0.9923664122137404,0.7831325301204819,1.0,1.0,100-500
1668,5,1.0,0.0,1.0,0.0,5-10
1669,78,0.9871794871794872,1.0,0.9871794871794872,1.0,50-100
1670,18,0.9473684210526315,1.0,1.0,0.7222222222222222,10-50
1671,0,0.0,0.0,0.0,0.0,0-5
1672,2,1.0,0.07142857142857142,0.5,0.5,0-5
1673,6,1.0,0.0,1.0,0.0,5-10
1674,1,1.0,1.0,1.0,1.0,0-5
1675,1,0.0,0.0,0.0,0.0,0-5
1676,12,0.9230769230769231,0.875,1.0,0.5833333333333334,10-50
1677,4,1.0,0.0,1.0,0.0,0-5
1678,1,0.0,0.0,0.0,0.0,0-5
1679,2,0.4,1.0,1.0,1.0,0-5
1680,34,0.9666666666666667,0.0,0.8529411764705882,0.0,10-50
1681,1,1.0,0.0,1.0,0.0,0-5
1682,1,1.0,0.0,1.0,0.0,0-5
1683,2,0.6666666666666666,0.0,1.0,0.0,0-5
1684,0,0.0,0.0,0.0,0.0,0-5
1685,195,0.9948979591836735,0.9512195121951219,1.0,1.0,100-500
1686,1,0.0,0.0,0.0,0.0,0-5
1687,2,1.0,0.3333333333333333,1.0,1.0,0-5
1688,6,1.0,0.6,1.0,1.0,5-10
1689,164,1.0,0.9534883720930233,0.9939024390243902,1.0,100-500
1690,54,0.9818181818181818,0.9310344827586207,1.0,1.0,50-100
1691,1,0.0,0.0,0.0,0.0,0-5
1692,1,1.0,0.07142857142857142,1.0,1.0,0-5
1693,3,0.6,0.0,1.0,0.0,0-5
1694,3,1.0,0.0,0.3333333333333333,0.0,0-5
1695,2,0.5,0.0,1.0,0.0,0-5
1696,61,0.9838709677419355,0.9838709677419355,1.0,1.0,50-100
1697,4,1.0,0.0,1.0,0.0,0-5
1698,2,1.0,0.1111111111111111,1.0,1.0,0-5
1699,0,0.0,0.0,0.0,0.0,0-5
1700,1,0.3333333333333333,0.0,1.0,0.0,0-5
1701,2,0.0,0.0,0.0,0.0,0-5
1702,8,0.875,1.0,0.875,0.875,5-10
1703,0,0.0,0.0,0.0,0.0,0-5
1704,40,0.975,0.9736842105263158,0.975,0.925,10-50
1705,55,1.0,1.0,0.9818181818181818,0.8727272727272727,50-100
1706,1,0.0,0.0,0.0,0.0,0-5
1707,1,0.0,0.0,0.0,0.0,0-5
1708,0,0.0,0.0,0.0,0.0,0-5
1709,2,1.0,0.0,1.0,0.0,0-5
1710,0,0.0,0.0,0.0,0.0,0-5
1711,9,1.0,0.0,1.0,0.0,5-10
1712,1,0.5,0.0,1.0,0.0,0-5
1713,19,1.0,0.8636363636363636,0.9473684210526315,1.0,10-50
1714,3,1.0,0.0,1.0,0.0,0-5
1715,0,0.0,0.0,0.0,0.0,0-5
1716,21,1.0,1.0,1.0,1.0,10-50
1717,0,0.0,0.0,0.0,0.0,0-5
1718,172,0.9941860465116279,0.9772727272727273,0.9941860465116279,1.0,100-500
1719,2,1.0,0.0,1.0,0.0,0-5
1720,82,1.0,1.0,1.0,1.0,50-100
1721,3,1.0,0.75,1.0,1.0,0-5
1722,6,1.0,0.0,1.0,0.0,5-10
1723,0,0.0,0.0,0.0,0.0,0-5
1724,194,0.9947089947089947,0.9748743718592965,0.9690721649484536,1.0,100-500
1725,239,1.0,0.991701244813278,1.0,1.0,100-500
1726,11,1.0,0.7333333333333333,1.0,1.0,10-50
1727,3,1.0,1.0,1.0,1.0,0-5
1728,16,1.0,0.0,0.875,0.0,10-50
1729,2,0.4,0.0,1.0,0.0,0-5
1730,1,1.0,0.0,1.0,0.0,0-5
1731,191,1.0,1.0,0.9947643979057592,0.9214659685863874,100-500
1732,123,1.0,1.0,1.0,1.0,100-500
1733,12,1.0,1.0,0.9166666666666666,1.0,10-50
1734,59,1.0,0.9833333333333333,1.0,1.0,50-100
1735,170,1.0,0.9826589595375722,1.0,1.0,100-500
1736,7,0.875,0.0,1.0,0.0,5-10
1737,3,1.0,0.5,1.0,0.6666666666666666,0-5
1738,1,1.0,0.14285714285714285,1.0,1.0,0-5
1739,2,1.0,0.0,1.0,0.0,0-5
1740,1,1.0,0.3333333333333333,1.0,1.0,0-5
1741,48,1.0,0.8571428571428571,0.9791666666666666,1.0,10-50
1742,256,0.9922480620155039,0.9922480620155039,1.0,1.0,100-500
1743,4,1.0,0.0,1.0,0.0,0-5
1744,25,1.0,1.0,1.0,1.0,10-50
1745,0,0.0,0.0,0.0,0.0,0-5
1746,12,1.0,0.9230769230769231,1.0,1.0,10-50
1747,8,1.0,0.0,1.0,0.0,5-10
1748,14,0.7058823529411765,0.0,0.8571428571428571,0.0,10-50
1749,1,1.0,0.0,1.0,0.0,0-5
1750,27,1.0,0.4,0.8148148148148148,0.8148148148148148,10-50
1751,1,0.0,0.0,0.0,0.0,0-5
1752,2,1.0,0.0,1.0,0.0,0-5
1753,9,1.0,0.0,1.0,0.0,5-10
1754,0,0.0,0.0,0.0,0.0,0-5
1755,0,0.0,0.0,0.0,0.0,0-5
1756,3,1.0,0.0,1.0,0.0,0-5
1757,1,1.0,0.0,1.0,0.0,0-5
1758,4,1.0,0.0,1.0,0.0,0-5
1759,31,1.0,1.0,1.0,1.0,10-50
1760,18,0.8947368421052632,0.42857142857142855,0.9444444444444444,0.8333333333333334,10-50
1761,5,0.8333333333333334,0.0,1.0,0.0,5-10
1762,2,1.0,0.0,1.0,0.0,0-5
1763,0,0.0,0.0,0.0,0.0,0-5
1764,1373,1.0,1.0,0.9985433357611071,1.0,>1000
